experiment_key,experiment_label,geography_entity_id,geography_type,name,holdout_rows,y_true_std,naive_mae,linear_mae,mae_gain_vs_naive,relative_gain_pct,normalized_linear_mae,normalized_naive_mae
exp_001,exp_001 baseline mixed surface,geo:zori:msa:394746,zori_msa,"Killeen, TX (TX)",10,0.00296845738979629,0.0021098475741192398,0.00292001323664557,-0.0008101656625263299,-0.38399250849414335,0.9836803609453041,0.7107555531609054
exp_001,exp_001 baseline mixed surface,geo:zori:msa:395160,zori_msa,"Toledo, OH (OH)",10,0.003317592645182583,0.0039157002241212695,0.0029033835120590803,0.0010123167120621901,0.25852763340415474,0.8751476816404906,1.1802836101072227
exp_001,exp_001 baseline mixed surface,geo:zori:city:20313,zori_city,Saint Paul (MN),10,0.0047338076211414105,0.00365591420090864,0.0029022947743175403,0.0007536194265910999,0.20613706590920416,0.6130994342388891,0.7722988540094349
exp_001,exp_001 baseline mixed surface,geo:zori:zip:72480,zori_zip,33178 (FL),10,0.004170999760790187,0.00361782814121473,0.00289639570097781,0.00072143244023692,0.19941036778897137,0.6944128187696406,0.8673767318867792
exp_001,exp_001 baseline mixed surface,geo:zori:city:11722,zori_city,Greensboro (NC),10,0.004420606895459247,0.0037610255300417014,0.002886383306586561,0.0008746422234551402,0.23255418408325518,0.6529382446449586,0.850793933725468
exp_001,exp_001 baseline mixed surface,geo:zori:city:25428,zori_city,Knoxville (TN),10,0.0036415949851914885,0.00430070544366545,0.00287053273799912,0.00143017270566633,0.3325437476246705,0.7882624920322315,1.180994992895758
exp_001,exp_001 baseline mixed surface,geo:zori:city:50763,zori_city,Arlington (TX),10,0.0024921066570180116,0.00230236799857092,0.00285468267501809,-0.0005523146764471699,-0.23988983376679648,1.145489767453985,0.9238641500704757
exp_001,exp_001 baseline mixed surface,geo:zori:city:40298,zori_city,Peoria (AZ),10,0.0025724712980218917,0.004354261631197049,0.0028528255169765,0.0015014361142205502,0.34481991239644083,1.1089824478003651,1.6926375950414956
exp_001,exp_001 baseline mixed surface,geo:zori:msa:394714,zori_msa,"Jacksonville, FL (FL)",10,0.003271072025305708,0.00235289507743361,0.0028510498761864108,-0.0004981547987528009,-0.21171993750616233,0.8715949554549957,0.7193039649482231
exp_001,exp_001 baseline mixed surface,geo:zori:city:17222,zori_city,Buffalo (NY),10,0.0032548954644641714,0.00280579595498785,0.00281998948385432,-1.4193528866469906e-05,-0.005058646136130511,0.866384040483633,0.862023369297283
exp_001,exp_001 baseline mixed surface,geo:zori:city:46298,zori_city,Long Beach (CA),10,0.0026575981113432685,0.0036836888069917604,0.00281944926587031,0.0008642395411214501,0.23461252738860447,1.060901290468345,1.386097014168128
exp_001,exp_001 baseline mixed surface,geo:zori:msa:394576,zori_msa,"Eugene, OR (OR)",10,0.0031902117326142996,0.00410892083981918,0.00281813296280956,0.00129078787700962,0.3141427949890666,0.8833686284829032,1.2879774711542487
exp_001,exp_001 baseline mixed surface,geo:zori:city:34520,zori_city,Vallejo (CA),10,0.004055997650761138,0.00403623517116442,0.00281693578470931,0.0012192993864551097,0.30208829137756904,0.6945111973081866,0.9951275909656877
exp_001,exp_001 baseline mixed surface,geo:zori:city:31606,zori_city,Fort Lauderdale (FL),10,0.003643033499151527,0.00471640985459795,0.00281658444604582,0.00189982540855213,0.4028117714791096,0.7731426149942927,1.2946380689874017
exp_001,exp_001 baseline mixed surface,geo:zori:city:14667,zori_city,Wilmington (DE),10,0.0033483869603705935,0.00396650775985049,0.00280728433508587,0.00115922342476462,0.29225290733033,0.8383990166940456,1.1846025584245747
exp_001,exp_001 baseline mixed surface,geo:zori:city:37211,zori_city,Atlanta (GA),10,0.0040787328700701165,0.00375025298183444,0.00280244793041682,0.00094780505141762,0.25273096401992595,0.687087882362015,0.9194652116969775
exp_001,exp_001 baseline mixed surface,geo:zori:city:17933,zori_city,El Paso (TX),10,0.0034263306992348363,0.00305556318838188,0.0027870382746305903,0.00026852491375129004,0.08788066133677029,0.8134177694094117,0.8917887549687613
exp_001,exp_001 baseline mixed surface,geo:zori:city:37863,zori_city,Chico (CA),10,0.003543665879486508,0.0037836882660811796,0.0027741318373721902,0.0010095564287089897,0.26681807741910035,0.7828423817919802,1.0677327927511755
exp_001,exp_001 baseline mixed surface,geo:zori:city:18615,zori_city,Honolulu (HI),10,0.0034041720346867045,0.0034573025201382,0.0027664281762665296,0.0006908743438716698,0.19983045737173535,0.8126581583063653,1.0156074619349797
exp_001,exp_001 baseline mixed surface,geo:zori:city:40152,zori_city,Omaha (NE),10,0.003022382611088283,0.00261840691269657,0.00275835754776909,-0.00013995063507251998,-0.05344877237907672,0.9126434018146616,0.8663386637715429
exp_001,exp_001 baseline mixed surface,geo:zori:msa:394347,zori_msa,"Atlanta, GA (GA)",10,0.003874091492954093,0.00378268714413149,0.00275685311425121,0.0010258340298802799,0.27119187783525056,0.7116128050318811,0.9764062493132022
exp_001,exp_001 baseline mixed surface,geo:zori:msa:394338,zori_msa,"Asheville, NC (NC)",10,0.002529222111502802,0.00308887334584973,0.0027487746631739106,0.00034009868267581957,0.11010444411156667,1.0868063546782198,1.2212740556875794
exp_001,exp_001 baseline mixed surface,geo:zori:msa:395103,zori_msa,"Sioux Falls, SD (SD)",10,0.004028429114648861,0.00266584117981045,0.00273456769512515,-6.872651531470008e-05,-0.025780423768375717,0.678817379504395,0.6617570035219097
exp_001,exp_001 baseline mixed surface,geo:zori:msa:394312,zori_msa,"Albuquerque, NM (NM)",10,0.0036594900317045032,0.0024743769659053795,0.00273090349559934,-0.00025652652969395995,-0.10367318045255743,0.7462524756017302,0.6761534925545004
